,Unnamed: 0,p_id,name,price,colour,brand,img,ratingCount,avg_rating,description,p_attributes,Metadata,Text_Length
2147,167,16728362.0,People Women Blue Skinny Fit Clean Look Cropped Jeans,999.0,Blue,People,http://assets.myntassets.com/assets/images/16728362/2022/1/7/e0b246b5-e274-4c4a-a1df-3914325f514d1641575448993PeopleWomenBlueSkinnyFitSlashKneeJeans1.jpg,50.0,3.8,"<ul><li>Light shade, no fade blue jeans</li><li>Skinny fit, mid-rise</li><li>Clean Look</li><li>Non stretchable</li><li>5 pockets</li><li>Length: cropped</li></ul>100% Cotton<br>Machine-wash<br> Fit: Skinny Fit <br> Non Stretchable <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric 3': 'NA', 'Fade': 'No Fade', 'Features': 'NA', 'Fit': 'Skinny Fit', 'Length': 'Cropped', 'Main Trend': 'NA', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Light', 'Stretch': 'Non Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'Mid-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}","{'name': 'People Women Blue Skinny Fit Clean Look Cropped Jeans', 'color': 'Blue', 'brand': 'People'}",29
10277,427,17932214.0,WHITE FIRE Yellow & Pink Embellished Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,18000.0,Yellow,WHITE FIRE,http://assets.myntassets.com/assets/images/17932214/2022/4/19/327d9fa0-0308-4795-a13a-41f1824397951650363460817WHITEFIREWomenYellowLehengaCholi1.jpg,,,"Yellow and pink embellished lehenga choli with dupatta,  <br> Yellow and pink embellished unstitched blouse,  has a round neck,  short sleeves,  yellow and pink embellished semi-stitched lehenga, flared hem <br> Yellow and pink embellished dupatta,  solid borderLehenga Length: 42"" inches<br>Choli Length: 0.8 mtr<br>Dupatta Length: 2.20 mtr<br>Lehenga Flare: 3.5 mtr ( with Can Can )Blouse fabric: Georgette<br>Lehenga fabric: Georgette<br>Dupatta fabric: Georgette<br>Dry clean Only","{'Blouse Closure': 'NA', 'Blouse Fabric': 'Pure Georgette', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Pattern': 'Embellished', 'Choli Stitch': 'Unstitched', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Solid', 'Dupatta Fabric': 'Poly Georgette', 'Dupatta Pattern': 'Embellished', 'Hemline': 'Flared', 'Lehenga Closure': 'NA', 'Lehenga Fabric': 'Poly Georgette', 'Lehenga Lining Fabric': 'Poly Crepe', 'Lehenga Stitch': 'Semi-Stitched', 'Neck': 'Round Neck', 'Ornamentation': 'NA', 'Regions': 'All', 'Sleeve Length': 'Short Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Pattern': 'Embellished', 'Wedding': 'Bride & Wedding Squad'}","{'name': 'WHITE FIRE Yellow & Pink Embellished Semi-Stitched Lehenga & Unstitched Blouse With Dupatta', 'color': 'Yellow', 'brand': 'WHITE FIRE'}",67
11925,95,17069364.0,Jockey Women Black Solid Hooded Sporty Jacket,1899.0,Black,Jockey,http://assets.myntassets.com/assets/images/17069364/2022/2/7/814501f6-55cb-4bc2-8938-72a1ddad5ae01644222707562JockeyWomenBlackSportyJacket1.jpg,,,"Black solid sporty jacket  with zip detail,  has a hooded,  2  pockets ,has a zip closure, long sleeves,  straight  hemline, cotton  liningThe model (height 5'8) is wearing a size SPolyester<br>Machine wash","{'Add-Ons': 'NA', 'Body Shape ID': '333,424', 'Body or Garment Size': 'Garment Measurements in', 'Character': 'NA', 'Closure': 'Zip', 'Collar': 'Hooded', 'Fabric': 'Polyester', 'Features': 'NA', 'Hemline': 'Straight', 'Length': 'Regular', 'Lining Fabric': 'Cotton', 'Main Trend': 'NA', 'Number of Pockets': '2', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sleeve Length': 'Long Sleeves', 'Sport': 'NA', 'Surface Styling': 'Zip Detail', 'Sustainable': 'Regular', 'Technology': 'NA', 'Technology Present': 'No', 'Type': 'Sporty Jacket', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}","{'name': 'Jockey Women Black Solid Hooded Sporty Jacket', 'color': 'Black', 'brand': 'Jockey'}",38
543,543,15677672.0,Yuris Women Purple & Off-White Printed Kurta with Trousers & With Dupatta,3999.0,Purple,Yuris,http://assets.myntassets.com/assets/images/15677672/2021/10/20/e9a0a284-645c-44f1-93e5-995eb977dc9d1634722327701YurisWomensWineOffWhitePrintedKurtawithTrousersDupatta1.jpg,75.0,4.386666666666667,"Purple printed Kurta with Trousers with dupatta <br> <br> <b> Kurta design:  </b> <ul> <li> Ethnic motifs printed </li> <li> Straight shape </li> <li> Regular style </li> <li> Mandarin collar,  three-quarter regular sleeves </li> <li> 1 pockets gotta patti detail </li> <li> Calf length with straight hem </li> <li> Pure cotton machine weave fabric </li> </ul> <br> <b> Trousers design:  </b> <ul> <li> Printed Trousers </li> <li> Elasticated waistband </li> <li> Slip-on closure </li> </ul>The model (height 5'8) is wearing a size SCotton<br>Hand-wash","{'Add-Ons': 'NA', 'Body Shape ID': '333,424', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Closure': 'Slip-On', 'Bottom Fabric': 'Pure Cotton', 'Bottom Pattern': 'Printed', 'Bottom Type': 'Trousers', 'Character': 'NA', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Printed', 'Dupatta Fabric': 'Pure Cotton', 'Dupatta Pattern': 'Printed', 'Main Trend': 'NA', 'Neck': 'Mandarin Collar', 'Number of Pockets': '1', 'Occasion': 'Daily', 'Ornamentation': 'Gotta Patti', 'Pattern Coverage': 'Small', 'Print or Pattern Type': 'Ethnic Motifs', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Top Design Styling': 'Regular', 'Top Fabric': 'Pure Cotton', 'Top Hemline': 'Straight', 'Top Length': 'Calf Length', 'Top Pattern': 'Printed', 'Top Shape': 'Straight', 'Top Type': 'Kurta', 'Waistband': 'Elasticated', 'Wash Care': 'Hand Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Machine Weave'}","{'name': 'Yuris Women Purple & Off-White Printed Kurta with Trousers & With Dupatta', 'color': 'Purple', 'brand': 'Yuris'}",86
9282,72,13878516.0,Safaa White & Yellow Cotton Blend Woven Design Unstitched Dress Material For Summer,5349.0,White,Safaa,http://assets.myntassets.com/assets/images/productimage/2021/3/16/c7367826-d649-49dd-a1c7-0bfcadee53d91615876541419-1.jpg,,,"White and yellow embroidered unstitched dress material<br>White and yellow embroidered kurta fabric<br>White and yellow solid bottom fabric<br>White woven design dupatta, has tassels border<br>Disclaimer: Images are for referral purposes only. The actual product is unstitchedTop: 3 m<br>Bottom: 3.1 m<br>Dupatta: 2.5 mKurta fabric: cotton blend<br>Bottom fabric: cotton blend<br>Dupatta fabric: cotton blend<br>Dry-clean","{'Bottom Fabric': 'Cotton Blend', 'Bottom Pattern': 'Solid', 'Dupatta Border': 'Tassels', 'Dupatta Fabric': 'Cotton Blend', 'Dupatta Pattern': 'Woven Design', 'Kurta Fabric': 'Cotton Blend', 'Kurta Pattern': 'Embroidered', 'Occasion': 'Daily', 'Ornamentation': 'Zari', 'Print or Pattern Type': 'Ethnic Motifs', 'Set Content': 'Kurta Fabric Bottom Fabric and Dupatta', 'Stitch': 'Unstitched', 'Sustainable': 'Regular', 'Technique': 'NA', 'Wash Care': 'Dry Clean'}","{'name': 'Safaa White & Yellow Cotton Blend Woven Design Unstitched Dress Material For Summer', 'color': 'White', 'brand': 'Safaa'}",49
1992,12,13526690.0,Chemistry Women Blue Regular Fit Mid-Rise Clean Look Stretchable Cropped Jeans,1999.0,Blue,Chemistry,http://assets.myntassets.com/assets/images/13526690/2021/2/3/1b4df834-11b0-46bd-a5f5-120ea40209a51612345849200-Chemistry-Women-Blue-Regular-Fit-Mid-Rise-Clean-Look-Stretch-1.jpg,392.0,3.941326530612245,"Blue medium wash 5-pocket mid-rise cropped jeans, clean look, light fade, has a button and zip closure, and waistband with belt loopsRegular Fit<br>Stretchable<br>The model (height 5'8"") is wearing a size 2898.5% cotton and 1.5% elastane<br>Machine-wash","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Clean Look', 'Effects': 'Whiskers and Chevrons', 'Fabric': 'Cotton', 'Fabric 2': 'Elastane', 'Fabric 3': 'NA', 'Fade': 'Light Fade', 'Features': 'NA', 'Fit': 'Regular Fit', 'Length': 'Cropped', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Medium', 'Stretch': 'Stretchable', 'Sustainable': 'Regular', 'Type of Distress': 'NA', 'Waist Rise': 'Mid-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}","{'name': 'Chemistry Women Blue Regular Fit Mid-Rise Clean Look Stretchable Cropped Jeans', 'color': 'Blue', 'brand': 'Chemistry'}",35
9854,4,18743882.0,FABPIXEL Red & Gold-Toned Embroidered Sequinned Shibori Semi-Stitched Lehenga & Unstitched Blouse With,9999.0,Red,FABPIXEL,http://assets.myntassets.com/assets/images/18743882/2022/6/15/8639e26b-fd59-4b6c-9d9e-617be993166a1655302214376FABPIXELRedGold-TonedEmbroideredSequinnedShiboriSemi-Stitche1.jpg,15.0,4.0,"Red and gold-toned embroidered lehenga choli with dupatta,  has shibori technique and sequinned <br> Red and gold-toned embroidered unstitched blouse,  has a round neck,  short sleeves,  red and gold-toned embroidered semi-stitched lehenga, flared hem <br> Red and gold-toned embellished dupatta,  taping border<p>Dry Clean Only</p><p>Lehenga(Semi-Stitched) Flair : 4.00mtr, waist-43"", height-43""; Blouse(Unstitched) Size: up to 44""; Dupatta Length: 2.25 mtr</p>","{'Blouse Closure': 'NA', 'Blouse Fabric': 'Organza', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Pattern': 'Embroidered', 'Choli Stitch': 'Unstitched', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Taping', 'Dupatta Fabric': 'Organza', 'Dupatta Pattern': 'Embellished', 'Hemline': 'Flared', 'Lehenga Fabric': 'Organza', 'Lehenga Lining Fabric': 'Shantoon', 'Lehenga Stitch': 'Semi-Stitched', 'Neck': 'Round Neck', 'Ornamentation': 'Sequinned', 'Regions': 'All', 'Sleeve Length': 'Short Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Style Tip': 'Pair This Piece With Heels Or Flats And Matching Jewelry For A Stunning Wedding Look.', 'Sustainable': 'Regular', 'Technique': 'Shibori', 'Top Pattern': 'Embroidered', 'Wedding': 'Bride & Wedding Squad', 'Where-to-wear': 'Wedding, Party, Engagement, Reception, Haldi, Mehandi Occasion'}","{'name': 'FABPIXEL Red & Gold-Toned Embroidered Sequinned Shibori Semi-Stitched Lehenga & Unstitched Blouse With', 'color': 'Red', 'brand': 'FABPIXEL'}",63
410,410,18964098.0,FASHOR Women Turquoise Blue Geometric Printed Kurta,1799.0,Turquoise Blue,FASHOR,http://assets.myntassets.com/assets/images/18964098/2022/7/4/417ebb8f-462c-4b58-8584-b40cfed0ccbe1656940592463Kurtas1.jpg,,,"<ul> <li> Colour: turquoise blue </li> <li> Geometric printed </li> <li> Mandarin collar </li> <li> Short,  roll-up sleeves </li> <li> Straight shape with regular style </li> <li> Calf length with straight hem </li> <li> Knitted and woven regular cotton </li> </ul><br> The model (height 5'8) is wearing a size SCotton<br>Hand Wash","{'About the Brand': 'fashor is a leading fashion brand showcasing trendy styles for women. the brand stands out for its versatile designs, choice of colours, intricate detailing, fine fabric quality and perfect fit. from everyday wear to occasion wear, fashor offers a wide collection of unique and stylish outfits that strike a chord with every indian woman.', 'Body Shape ID': '424', 'Body or Garment Size': 'Garment Measurements in', 'Care for me': 'NA', 'Colour Family': 'Pastel', 'Design Styling': 'Regular', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Fabric Purity': 'Pure', 'Hemline': 'Straight', 'Length': 'Calf Length', 'Main Trend': 'NA', 'Neck': 'Mandarin Collar', 'Number of Pockets': 'NA', 'Occasion': 'Daily', 'Ornamentation': 'NA', 'Pattern': 'Printed', 'Print or Pattern Type': 'Geometric', 'Shape': 'Straight', 'Sleeve Length': 'Short Sleeves', 'Sleeve Styling': 'Roll-Up Sleeves', 'Slit Detail': 'Side Slits', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Wash Care': 'Hand Wash', 'Weave Pattern': 'Regular', 'Weave Type': 'Knitted and Woven', 'Wedding': 'NA'}","{'name': 'FASHOR Women Turquoise Blue Geometric Printed Kurta', 'color': 'Turquoise Blue', 'brand': 'FASHOR'}",52
273,273,18848596.0,Envy Me by FASHOR Women Cream-Coloured Geometric Printed Satin Kurta,2699.0,Cream,Envy Me by FASHOR,http://assets.myntassets.com/assets/images/18848596/2022/6/24/6ade9f4e-6536-4ce8-a110-f716123f9d821656057828256EnvyMebyFASHORWomenCream-ColouredGeometricPrintedSatinKurta1.jpg,,,"<ul> <li> Colour: cream-coloured </li> <li> Geometric printed </li> <li> Mandarin collar </li> <li> Three-quarter,  regular sleeves </li> <li> A-line shape with panelled style </li> <li> Sequinned detail </li> <li> Calf length with flared hem </li> <li> Knitted and woven regular satin </li> </ul><br> The model (height 5'8) is wearing a size S<p>Satin</p>","{'Body Shape ID': '333,324,424', 'Body or Garment Size': 'Garment Measurements in', 'Care for me': 'Satin items are to be washed by hand or on the delicate cycle of your washer<br>\r\nUse cold water along with a gentle detergent<br>\r\nWhen hand-washing, let the item soak in sudsy water for about 3 to 5 minutes<br>\r\nDO NOT wring or twist your satin clothing as it will cause it to loose its shape', 'Colour Family': 'Pastel', 'Design Styling': 'Panelled', 'Fabric': 'Satin', 'Fabric 2': 'Satin', 'Fabric Purity': 'Pure', 'Hemline': 'Flared', 'Length': 'Calf Length', 'Main Trend': 'NA', 'Neck': 'Mandarin Collar', 'Number of Pockets': 'NA', 'Occasion': 'Daily', 'Ornamentation': 'Sequins', 'Pattern': 'Printed', 'Print or Pattern Type': 'Geometric', 'Shape': 'A-Line', 'Sleeve Length': 'Three-Quarter Sleeves', 'Sleeve Styling': 'Regular Sleeves', 'Slit Detail': 'Front Slit', 'Stitch': 'Ready to Wear', 'Sustainable': 'Regular', 'Technique': 'NA', 'Wash Care': 'Dry Clean', 'Weave Pattern': 'Regular', 'Weave Type': 'Knitted and Woven'}","{'name': 'Envy Me by FASHOR Women Cream-Coloured Geometric Printed Satin Kurta', 'color': 'Cream', 'brand': 'Envy Me by FASHOR'}",54
4507,547,15473916.0,People Women Pink Tapered Fit High-Rise Pleated Peg Trousers,1299.0,Pink,People,http://assets.myntassets.com/assets/images/15473916/2021/9/15/c3cfae05-2267-4e6a-a423-a25eb87ea3871631702270503PeopleWomenPinkTaperedFitHigh-RisePleatedPegTrousers1.jpg,11.0,4.090909090909091,<ul><li>Pink woven peg</li><li>Tapered fit</li><li>High-rise</li><li>Length: cropped</li><li>Pattern: solid</li><li>Pleated design</li><li>Feature: plain</li></ul>Cotton <br> Machine wash<br> Fit: Tapered Fit <br> The model (height 5'8) is wearing a size 28,"{'Add-Ons': 'NA', 'Body Shape ID': '424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Slip-On', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Tapered Fit', 'Fly Type': 'Zip', 'Length': 'Cropped', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Number of Pockets': '2', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sustainable': 'Regular', 'Type': 'Peg Trousers', 'Type of Pleat': 'Pleated', 'Waist Rise': 'High-Rise', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}","{'name': 'People Women Pink Tapered Fit High-Rise Pleated Peg Trousers', 'color': 'Pink', 'brand': 'People'}",24
11226,386,19401818.0,Apratim Green & White Printed Art Silk Bandhani Dupatta,1099.0,Green,Apratim,http://assets.myntassets.com/assets/images/19401818/2022/8/5/527b9b94-6d00-446e-b439-d25b4bf6e68e1659699561330Dupatta1.jpg,,,"Green and white bandhani printed dupatta has bandhani technique,,  embellished border<p>Length: 89 inch, Width: 40 inch</p><p>Hand wash</p>","{'Border': 'Embellished', 'Fabric': 'Art Silk', 'Occasion': 'Party', 'Ornamentation': 'NA', 'Pattern': 'Printed', 'Print or Pattern Type': 'Bandhani', 'Sustainable': 'Regular', 'Technique': 'Bandhani', 'Wash Care': 'Hand Wash', 'Wedding': 'Guests & Gifting'}","{'name': 'Apratim Green & White Printed Art Silk Bandhani Dupatta', 'color': 'Green', 'brand': 'Apratim'}",18
13545,205,14332140.0,Roadster Women Mustard Yellow & White Colourblocked Hooded Sweatshirt,1799.0,Mustard,Roadster,http://assets.myntassets.com/assets/images/14332140/2021/12/7/38a61350-e1bc-4467-a10d-82b1c28451331638872497287-Roadster-Women-Sweatshirts-3511638872496904-1.jpg,17.0,4.411764705882353,"Mustard yellow and white colourblocked sweatshirt with printed detail, has a hood, 2 insert pockets, long raglan sleeves, ribbed hem60% cotton, 40% polyester<br>Machine wash<br>Machine washThe model (height 5'8) is wearing a size S","{'Body Shape ID': '443,424,324', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Center Front Open': 'No', 'Character': 'NA', 'Closure': 'NA', 'Fabric': 'Cotton', 'Hemline': 'Ribbed', 'Hood': 'Hooded', 'Length': 'Regular', 'Multipack Set': 'NA', 'Neck': 'Hood', 'Number of Pockets': '2', 'Occasion': 'Casual', 'Pattern': 'Colourblocked', 'Pocket': 'Insert Pocket', 'Print or Pattern Type': 'Colourblocked', 'Sleeve Length': 'Long Sleeves', 'Sport': 'NA', 'Surface Styling': 'NA', 'Sustainable': 'Regular', 'Technology': 'NA', 'Type': 'Pullover', 'Wash Care': 'Machine Wash', 'Weave Type': 'Knitted'}","{'name': 'Roadster Women Mustard Yellow & White Colourblocked Hooded Sweatshirt', 'color': 'Mustard', 'brand': 'Roadster'}",33
11336,496,18207268.0,Dupatta Bazaar Purple Checkered  Woven Design Organza Dupatta,799.0,Purple,Dupatta Bazaar,http://assets.myntassets.com/assets/images/18207268/2022/5/9/cde29c1a-6c62-45e2-9bbb-cd5654a9b9e71652115484337DupattaBazaarWomensPurpleCheckeredWovenOrganzaDupatta1.jpg,,,"Purple checked woven design dupatta,  tasselled borderOrganza<br>Hand washLength: 2.40 m<br>Width: 90 cm","{'Border': 'Tasselled', 'Fabric': 'Organza', 'Occasion': 'Party', 'Ornamentation': 'NA', 'Pattern': 'Woven Design', 'Print or Pattern Type': 'Checked', 'Sustainable': 'Regular', 'Technique': 'NA', 'Wash Care': 'Hand Wash', 'Wedding': 'NA'}","{'name': 'Dupatta Bazaar Purple Checkered  Woven Design Organza Dupatta', 'color': 'Purple', 'brand': 'Dupatta Bazaar'}",13
13005,55,18413138.0,JoE Hazel Women Black Solid Shrug,2495.0,Black,JoE Hazel,http://assets.myntassets.com/assets/images/18413138/2022/5/24/2ed52f46-c111-43bc-be0e-9ff38dd97ec81653411972965JoEHazelWomenBlackShrug1.jpg,3.0,5.0,"Black solid open front regular shrug ,has long sleeves, straight hemAcrylic<br>Hand Wash Or Machine WashThe model (height 5'8) is wearing a size S","{'Body or Garment Size': 'Garment Measurements in', 'Fabric': 'Acrylic', 'Front Styling': 'Open Front', 'Hemline': 'Straight', 'Length': 'Regular', 'Main Trend': 'Monochrome', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Sleeve Length': 'Long Sleeves', 'Surface Styling': 'NA', 'Sustainable': 'Regular', 'Wash Care': 'Hand Wash'}","{'name': 'JoE Hazel Women Black Solid Shrug', 'color': 'Black', 'brand': 'JoE Hazel'}",23
9620,410,18115938.0,Satrani Rose Chikankari Embroidered Unstitched Dress Material,4035.0,Rose,Satrani,http://assets.myntassets.com/assets/images/18115938/2022/5/2/615695ee-b140-4f1b-bf9c-e903c1d8c3fd1651487755275SatraniWomenRoseDressMaterial1.jpg,,,"Rose embroidered unstitched dress material<ul><li>Rose Chikankari embroidered kurta fabric</li><li>Rose solid bottom fabric</li><li>Rose solid dupatta, has taping border</li><li>Disclaimer: Images are for referral purposes only. The actual product is unstitched</li></ul>Fabric::Dress : Georgette, Bottom : Santoon Silk, Dupatta :Poly Chiffon || Wash Care : Machine WashTop fabric length:2.15Mtr<br>Bottom fabric length: 2 Mtr<br>Dupatta length: 2 metres (approx)","{'Bottom Fabric': 'Shantoon', 'Bottom Pattern': 'Solid', 'Dupatta Border': 'Taping', 'Dupatta Fabric': 'Poly Chiffon', 'Dupatta Pattern': 'Solid', 'Kurta Fabric': 'Poly Georgette', 'Kurta Pattern': 'Embroidered', 'Occasion': 'Festive', 'Ornamentation': 'NA', 'Print or Pattern Type': 'Floral', 'Set Content': 'Kurta Fabric Bottom Fabric and Dupatta', 'Stitch': 'Unstitched', 'Sustainable': 'Regular', 'Technique': 'NA', 'Wash Care': 'Dry Clean', 'Wedding': 'NA'}","{'name': 'Satrani Rose Chikankari Embroidered Unstitched Dress Material', 'color': 'Rose', 'brand': 'Satrani'}",53
10205,355,11638266.0,EthnoVogue Pink & White Embroidered Made to Measure Lehenga & Blouse with Dupatta,9599.0,Pink,EthnoVogue,http://assets.myntassets.com/assets/images/11638266/2020/6/29/c54c1c96-b434-4ea4-a7f8-48af3e4158191593410763716-Bollywood-Vogue-Made-To-Measure-Pleated-Embroidered-Pink-Blo-1.jpg,,,"<b>Product Design Details:</b><ul><li>Pink lehenga choli</li><li>Pink blouse, three-quarter sleeves</li><li>White and Pink made to measure lehenga, flared hem</li><li>Beige solid Dupatta has embellished taping border</li></ul>This Product is Made to Measure. Please refer to the Size Chart.Blouse fabric: Cotton<br>Lehenga fabric: Cotton<br>Lehenga lining fabric: Cotton<br>Dupatta fabric: Net","{'Blouse Closure': 'Zip', 'Blouse Fabric': 'Cotton', 'Body or Garment Size': 'Garment Measurements in', 'Bottom Pattern': 'Embellished', 'Choli Stitch': 'Made to Measure', 'Dupatta': 'With Dupatta', 'Dupatta Border': 'Taping', 'Dupatta Fabric': 'Net', 'Dupatta Pattern': 'Solid', 'Hemline': 'Flared', 'Lehenga Closure': 'Drawstring', 'Lehenga Fabric': 'Cotton', 'Lehenga Lining Fabric': 'Cotton', 'Lehenga Stitch': 'Made to Measure', 'Neck': 'V-Neck', 'Occasion': 'Festive', 'Ornamentation': 'NA', 'Sleeve Length': 'Three-Quarter Sleeves', 'Technique': 'NA', 'Top Pattern': 'Embroidered'}","{'name': 'EthnoVogue Pink & White Embroidered Made to Measure Lehenga & Blouse with Dupatta', 'color': 'Pink', 'brand': 'EthnoVogue'}",42
6440,500,17282282.0,KASSUALLY Women Stylish Black Ethnic Motifs Playsuit,2099.0,Black,KASSUALLY,http://assets.myntassets.com/assets/images/17282282/2022/3/15/7901e8cf-9b04-4133-973b-93252d936da71647327906718-KASSUALLY-Women-Black--Orange-Polyester-V-Neck-Polka-Dots-Pr-1.jpg,4.0,4.0,"Trendy and versatile, this playsuit is a worthy pick to add to your casualwear closet. This playsuit comes with an alluring ethnic motifs print and V-neck.&nbsp;<ul><li>Stylish black shade</li><li>Beautiful ethnic motifs print</li><li>V-neck</li><li>Sleeveless</li><li>Polyester, machine wash</li></ul><b>Trend Alert</b><br>Playsuits flaunt sophisticated and charming details, like knots, flared sleeves, plunge necklines, etc. in beautiful pastel palettes. It includes attractive prints and patterns, such as checks, floral, nautical stripes, and Nu Boheme, which enhance your overall appeal.The model (height 5'8) is wearing a size SPolyester<br>Machine wash<br>Wash dark colour separately<br>Do not bleach<br>Warm iron if needed","{'Body or Garment Size': 'Garment Measurements in', 'Closure': 'Concealed Zip', 'Contact Brand or Retailer for pre-sales product queries': 'Khullar Appearls plot 154,Udyog Vihar,Phase-1, GURGAON,Haryana, 122016 Contact Number +91-9650049486', 'Fabric': 'Polyester', 'Main Trend': 'Lace Frills Bows and Ruffles', 'Neck': 'V-Neck', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Pattern': 'Printed', 'Sleeve Length': 'Sleeveless', 'Style Tip': 'Glam up this playsuit with bling teardrop earrings, peep-toe wedges, and rectangular shades', 'Surface Styling': 'Ruffles', 'Sustainable': 'Regular', 'Type': 'Playsuit', 'Wash Care': 'Machine Wash', 'Where-to-wear': 'Slay the weekend brunch look'}","{'name': 'KASSUALLY Women Stylish Black Ethnic Motifs Playsuit', 'color': 'Black', 'brand': 'KASSUALLY'}",87
8899,679,18545812.0,Fab Viva Women Silver-Colored Embroidered Saree Blouse,3999.0,Silver,Fab Viva,http://assets.myntassets.com/assets/images/18545812/2022/6/1/f5e23cf8-4705-44bd-b461-3d3471c50e761654084547298SareeBlouse1.jpg,,,"<p>Silver-colored embroidered saree blouse with sequin details, has a round neck, sleeveless and hook and eye closure<br><br>Note: Sleeves are attached inside the blouse</p><p>Raw Silk<br>Dry Clean only</p><p>The model (height 5'8"") is wearing a size onesize</p>","{'Body or Garment Size': 'Garment Measurements in', 'Closure': 'Hook and Eye', 'Fabric': 'Raw Silk', 'Fusion Wear': 'Yes', 'Neck': 'Round Neck', 'Occasion': 'Party', 'Ornamentation': 'Sequinned', 'Pattern': 'Embroidered', 'Sleeve Length': 'Sleeveless', 'Sustainable': 'Regular'}","{'name': 'Fab Viva Women Silver-Colored Embroidered Saree Blouse', 'color': 'Silver', 'brand': 'Fab Viva'}",34
11781,941,18300070.0,Rang Gali Women Orange Dupatta,1940.0,Orange,Rang Gali,http://assets.myntassets.com/assets/images/18300070/2022/5/31/c8ea816c-4097-42cc-b410-4145de516d2f1653996873601-Bandhej-Silk-Dupatta-3661653996873134-1.jpg,,,"Liven up your ethnic ensemble by layering this stylish dupatta. This dupatta comes with a lovely printed pattern and printed border to lend you a distinct appeal.&nbsp;<ul><li>Orange colour</li><li>Printed tie &amp; dye 2.0 dupatta</li><li>Printed border</li><li>Art silk, hand wash</li></ul><b>Trend Alert</b><br>With origins in Thailand, Tie &amp; Dye 2.0 is a fabric dyeing method that features a coloured background, unlike the traditional Tie &amp; Dye method. It looks distinct and exudes a vibrant charm.70% Silk , 30% Chinon<br>       Hand washLength: 3 metres <br> Width: 90 cm","{'Border': 'Printed', 'Fabric': 'Art Silk', 'Occasion': 'Daily', 'Ornamentation': 'NA', 'Pattern': 'Printed', 'Print or Pattern Type': 'Bandhani', 'Sustainable': 'Regular', 'Technique': 'Bandhani', 'Wash Care': 'Hand Wash', 'Wedding': 'NA'}","{'name': 'Rang Gali Women Orange Dupatta', 'color': 'Orange', 'brand': 'Rang Gali'}",88
